Country.Region,Province.State,1.22.20,1.23.20,1.24.20,1.25.20,1.26.20,1.27.20,1.28.20,1.29.20,1.30.20,1.31.20,2.1.20,2.2.20,2.3.20,2.4.20,2.5.20,2.6.20,2.7.20,2.8.20,2.9.20,2.10.20,2.11.20,2.12.20,2.13.20,2.14.20,2.15.20,2.16.20,2.17.20,2.18.20,2.19.20,2.20.20,2.21.20,2.22.20,2.23.20,2.24.20,2.25.20,2.26.20,2.27.20,2.28.20,2.29.20,3.1.20,3.2.20,3.3.20,3.4.20,3.5.20,3.6.20,3.7.20,3.8.20,3.9.20,3.10.20,3.11.20,3.12.20,3.13.20,3.14.20,3.15.20,3.16.20,3.17.20,3.18.20,3.19.20,3.20.20,3.21.20,3.22.20,3.23.20,3.24.20,3.25.20,3.26.20,3.27.20,3.28.20,3.29.20,3.30.20,3.31.20,4.1.20,4.2.20,4.3.20,4.4.20,4.5.20,4.6.20,4.7.20,4.8.20,4.9.20,4.10.20,4.11.20,4.12.20,4.13.20,4.14.20,4.15.20,4.16.20,4.17.20,4.18.20,4.19.20,4.20.20,4.21.20,4.22.20,4.23.20,4.24.20,4.25.20,4.26.20,4.27.20,4.28.20,4.29.20,4.30.20,5.1.20,5.2.20,5.3.20,5.4.20,5.5.20,5.6.20,5.7.20,5.8.20,5.9.20,5.10.20,5.11.20,5.12.20,5.13.2020,5.14.2020,5.15.2020,5.16.2020,5.17.2020,5.18.2020,5.19.2020,5.20.2020,5.21.2020,5.22.2020,5.23.2020,5.24.2020,5.25.2020,5.26.2020,5.27.2020,5.28.2020,5.29.2020,5.30.2020,5.31.2020,6.1.2020,6.2.2020,6.3.2020,6.4.2020,6.5.2020,6.6.2020,6.7.2020,6.8.2020,6.9.2020,6.10.2020,6.11.2020,6.12.2020,6.13.2020,6.14.2020,6.15.2020,6.16.2020,6.17.2020,6.18.2020,6.19.2020,6.20.2020,6.21.2020,6.22.2020,6.23.2020,6.24.2020,6.25.2020,6.26.2020,6.27.2020,6.28.2020,6.29.2020,6.30.2020,7.1.2020,7.2.2020,7.3.2020,7.4.2020,7.5.2020,7.6.2020,7.7.2020,7.8.2020,7.9.2020,7.10.2020,7.11.2020,7.12.2020,7.13.2020,7.14.2020,7.15.2020
Mexico,Puebla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,9,11,13,17,20,24,27,36,42,52,58,62,72,80,88,96,107,118,131,143,162,170,180,195,205,214,219,232,241,258,280,304,311,322,347,376,409,448,470,485,517,543,583,629,672,715,741,758,794,850,891,951,994,1026,1077,1133,1218,1295,1367,1444,1528,1630,1704,1817,1951,2115,2223,2323,2460,2620,2759,2877,3000,3104,3216,3367,3526,3714,3898,4043,4177,4362,4552,4776,5047,5331,5517,5719,6020,6343,6704,7158,7530,7795,8085,8469,8867,9193,9633,9941,10169,10369,10571,10869,11124,11421,11722,12075,12304,12550,12864,13205,13514,13695,13930,14095,14245,14584,14876
Mexico,Queretaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,4,5,6,7,8,9,10,13,15,16,16,18,19,20,22,23,25,27,31,34,36,38,41,43,47,50,51,54,56,59,63,64,64,70,78,86,89,91,92,98,105,111,120,131,137,142,148,154,166,186,211,229,258,283,301,333,369,395,415,446,493,520,549,575,608,630,660,692,721,747,776,806,837,857,898,936,977,1013,1049,1087,1112,1145,1180,1212,1251,1289,1326,1356,1386,1419,1453,1478,1514,1557,1591,1629,1663,1703,1744,1771,1803,1832,1869,1914,1969,2005,2057,2106,2135,2194,2249,2308,2359,2425,2479,2545,2614,2667
Mexico,Quintana Roo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,6,6,8,11,12,15,19,24,29,35,39,48,54,66,71,78,86,98,115,132,152,157,175,191,213,219,223,232,247,266,301,329,343,366,397,436,460,492,520,538,569,591,624,665,727,765,779,787,818,856,881,919,951,962,988,1000,1034,1049,1076,1106,1128,1157,1179,1213,1248,1310,1357,1376,1406,1441,1479,1515,1549,1594,1607,1661,1697,1739,1778,1816,1866,1879,1915,1967,2021,2073,2112,2187,2233,2277,2331,2400,2471,2531,2624,2703,2795,2869,2967,3086,3159,3239,3357,3479,3586,3737,3871,4003,4098,4258,4409,4590,4788,4975,5127,5228,5309,5426,5533
Mexico,San Luis Potosi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,8,9,8,8,9,13,14,18,19,19,19,19,19,22,25,26,30,32,35,36,39,41,40,39,40,41,45,46,49,47,49,52,56,60,67,70,78,91,96,105,117,130,141,159,169,193,205,225,240,259,276,293,308,335,356,379,397,419,440,465,494,536,566,594,623,656,703,734,774,800,830,859,905,967,1036,1103,1164,1221,1294,1367,1441,1510,1570,1606,1649,1705,1784,1879,1965,2044,2105,2180,2272,2385,2488,2604,2691,2789,2843,2928,3044,3162,3288,3435,3561,3643,3800,3962,4165,4382,4602,4703,4759,4802,4906,5002
Mexico,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,6,9,14,18,22,27,31,38,45,58,63,73,86,101,116,136,144,169,188,210,231,253,277,297,318,345,380,402,427,469,522,578,622,655,694,728,760,809,875,926,969,1011,1035,1095,1155,1207,1278,1329,1350,1411,1455,1536,1606,1677,1757,1844,1925,1997,2090,2200,2304,2415,2513,2663,2816,2948,3087,3220,3332,3449,3594,3767,3944,4133,4304,4450,4552,4736,4932,5141,5411,5526,5678,5763,5914,6074,6242,6390,6575,6773,6909,7108,7289,7442,7608,7743,7876,7950,8086,8242,8424,8609,8838,8998,9099,9279,9485,9701,9920,10100,10220,10315,10541,10748
Mexico,Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,6,9,11,12,13,15,15,17,17,22,25,31,40,50,54,60,65,69,78,81,88,94,102,113,123,124,131,148,157,173,184,196,215,227,237,263,287,315,341,383,420,454,488,534,582,614,656,703,775,842,920,981,1046,1154,1252,1324,1428,1538,1672,1777,1919,2101,2268,2442,2574,2714,2862,3018,3217,3409,3614,3829,4003,4150,4294,4492,4709,4942,5175,5342,5519,5694,5917,6172,6425,6682,6915,7181,7439,7774,8075,8410,8674,8858,9027,9185,9450,9659,9961,10193,10455,10657,10865,11098,11353,11594,11767,11952,12089,12200,12467,12712
Mexico,Tabasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,8,10,13,18,20,27,30,35,40,46,57,61,70,74,84,97,104,117,132,155,168,192,213,235,267,303,342,372,420,472,522,576,619,655,681,723,753,821,884,936,991,1039,1078,1147,1235,1304,1379,1450,1503,1565,1636,1739,1845,1932,2030,2101,2187,2287,2400,2507,2649,2769,2866,3029,3208,3390,3523,3637,3760,3869,4007,4155,4333,4494,4652,4809,4965,5191,5466,5713,6047,6243,6422,6603,6840,7100,7402,7656,7905,8146,8335,8613,8872,9193,9426,9663,9873,10118,10460,10807,11242,11608,11941,12181,12433,12797,13233,13727,14158,14544,14829,15204,15602,15909
Mexico,Tamaulipas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,3,3,3,4,6,8,9,12,15,16,20,23,27,32,37,40,43,50,55,63,69,79,87,103,121,132,145,155,165,187,212,234,266,293,305,334,356,374,407,437,465,490,509,543,581,608,645,672,689,723,746,776,822,868,898,936,977,1020,1075,1143,1226,1278,1349,1443,1527,1581,1655,1724,1793,1872,1954,2020,2108,2200,2289,2375,2448,2544,2690,2804,3006,3138,3279,3436,3662,3820,4011,4193,4394,4577,4805,5068,5321,5655,5987,6184,6352,6590,6797,7035,7286,7519,7722,7879,7965,8098,8375,8672,8913,9103,9217,9299,9500,9687
Mexico,Tlaxcala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,5,5,5,7,10,15,19,23,24,28,33,36,37,41,43,46,49,53,61,64,70,77,86,98,114,124,131,148,152,165,177,192,201,217,225,242,257,274,296,313,332,359,384,402,429,456,484,510,549,575,614,648,687,713,749,781,812,849,884,923,960,998,1038,1086,1137,1180,1221,1260,1297,1337,1392,1441,1495,1528,1575,1607,1648,1710,1765,1806,1855,1914,1958,2034,2099,2163,2241,2278,2339,2391,2466,2528,2627,2706,2772,2841,2889,2973,3034,3119,3201,3266,3315,3355,3431,3499
Mexico,Veracruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,5,6,8,8,9,12,13,15,16,18,18,23,26,30,33,36,39,47,51,59,66,77,86,91,97,113,135,155,170,189,204,230,254,292,330,367,392,429,481,527,578,642,701,759,816,880,959,1056,1140,1229,1302,1375,1464,1547,1680,1820,1941,2044,2147,2266,2380,2516,2651,2810,2951,3073,3236,3385,3533,3677,3818,3976,4100,4255,4416,4631,4815,4959,5115,5208,5373,5581,5770,5956,6115,6318,6518,6750,6959,7209,7446,7668,7933,8201,8496,8763,9078,9368,9573,9791,9999,10311,10627,11004,11398,11746,12038,12319,12692,13069,13479,13835,14154,14336,14466,14781,15073
Mexico,Yucatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,6,7,11,13,15,17,19,21,24,27,31,32,37,37,42,45,51,58,67,75,82,86,93,101,108,117,131,136,145,152,163,173,183,202,228,255,277,294,313,342,361,407,438,467,499,528,553,578,611,642,674,705,723,760,796,844,874,909,964,995,1037,1069,1125,1172,1230,1279,1302,1351,1401,1451,1487,1524,1571,1595,1637,1679,1725,1760,1816,1871,1914,1965,2033,2110,2177,2228,2310,2368,2441,2538,2635,2730,2839,2968,3074,3220,3372,3552,3679,3790,3883,4013,4148,4288,4447,4640,4781,4892,5031,5206,5390,5613,5831,5999,6144,6350,6545,6674
Mexico,Zacatecas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,5,5,5,5,5,5,5,6,7,8,8,9,11,11,12,14,13,13,17,18,19,24,26,30,31,33,39,43,47,50,51,58,64,68,75,81,84,87,89,97,105,112,118,122,126,129,133,144,149,154,159,162,162,172,176,183,196,205,211,221,224,230,242,250,258,267,278,291,307,322,337,352,362,383,412,430,453,472,487,512,538,555,577,591,607,626,641,669,691,722,749,768,795,825,871,910,956,1005,1041,1069,1118,1162,1218,1265,1320,1395,1424,1453,1487,1516
